Energy	alpha
5192	0.457120000000003
5196	0.453980000000001
5200	0.454880000000003
5204	0.451830000000001
5208	0.452830000000006
5212	0.453869999999995
5216	0.450969999999998
5220	0.452110000000005
5224	0.449299999999994
5228	0.450540000000004
5232	0.447819999999993
5236	0.449160000000006
5240	0.446550000000002
5244	0.447990000000004
5248	0.445480000000003
5252	0.447019999999995
5256	0.444609999999997
5260	0.446259999999995
5264	0.443960000000004
5268	0.445710000000005
5272	0.443529999999996
5276	0.445400000000006
5280	0.443330000000003
5284	0.441310000000001
5288	0.443359999999998
5292	0.441460000000006
5296	0.443100000000001
5300	0.443100000000001
5304	0.439099999999996
5308	0.439099999999996
5312	0.439099999999996
5316	0.439099999999996
5320	0.439099999999996
5324	0.439099999999996
5328	0.439099999999996
5332	0.439099999999996
5336	0.435100000000006
5340	0.435100000000006
5344	0.435100000000006
5348	0.435100000000006
5352	0.435100000000006
5356	0.435100000000006
5360	0.435100000000006
5364	0.431100000000001
5368	0.431100000000001
5372	0.431100000000001
5376	0.431100000000001
5380	0.431100000000001
5384	0.431100000000001
5388	0.431100000000001
5392	0.431100000000001
5396	0.427099999999996
5400	0.427099999999996
5404	0.427099999999996
5408	0.427099999999996
5412	0.427099999999996
5416	0.427099999999996
5420	0.427099999999996
5424	0.427099999999996
5428	0.427099999999996
5432	0.423100000000005
5436	0.423100000000005
5440	0.423100000000005
5444	0.423100000000005
5448	0.423100000000005
5452	0.423100000000005
5456	0.423100000000005
5460	0.423100000000005
5464	0.423100000000005
5468	0.423100000000005
5472	0.4191
5476	0.4191
5480	0.4191
5484	0.4191
5488	0.4191
5492	0.4191
5496	0.4191
5500	0.4191
5504	0.4191
5508	0.4191
5512	0.415099999999995
5516	0.415099999999995
5520	0.415099999999995
5524	0.415099999999995
5528	0.415099999999995
5532	0.415099999999995
5536	0.415099999999995
5540	0.415099999999995
5544	0.411100000000005
5548	0.411100000000005
5552	0.411100000000005
5556	0.411100000000005
5560	0.411100000000005
5564	0.411100000000005
5568	0.411100000000005
5572	0.411100000000005
5576	0.411100000000005
5580	0.4071
5584	0.4071
5588	0.4071
5592	0.4071
5596	0.4071
5600	0.4071
5604	0.4071
5608	0.4071
5612	0.4071
5616	0.403099999999995
5620	0.403099999999995
5624	0.403099999999995
5628	0.403099999999995
5632	0.403099999999995
5636	0.403099999999995
5640	0.403099999999995
5644	0.403099999999995
5648	0.403099999999995
5652	0.403099999999995
5656	0.399100000000004
5660	0.399100000000004
5664	0.399100000000004
5668	0.399100000000004
5672	0.399100000000004
5676	0.399100000000004
5680	0.399100000000004
5684	0.403099999999995
5688	0.403099999999995
5692	0.4071
5696	0.4071
5700	0.4071
5704	0.4071
5708	0.4071
5712	0.395099999999999
5716	0.395099999999999
5720	0.399100000000004
5724	0.399100000000004
5728	0.399100000000004
5732	0.403099999999995
5736	0.403099999999995
5740	0.403099999999995
5744	0.403099999999995
5748	0.403099999999995
5752	0.4071
5756	0.4071
5760	0.4071
5764	0.4071
5768	0.4071
5772	0.399100000000004
5776	0.399100000000004
5780	0.399100000000004
5784	0.403099999999995
5788	0.403099999999995
5792	0.403099999999995
5796	0.403099999999995
5800	0.403099999999995
5804	0.403099999999995
5808	0.403099999999995
5812	0.403099999999995
5816	0.4071
5820	0.4071
5824	0.4071
5828	0.4071
5832	0.4071
5836	0.4071
5840	0.4071
5844	0.387100000000004
5848	0.391099999999994
5852	0.391099999999994
5856	0.403099999999995
5860	0.403099999999995
5864	0.403099999999995
5868	0.403099999999995
5872	0.383099999999999
5876	0.387100000000004
5880	0.387100000000004
5884	0.387100000000004
5888	0.387100000000004
5892	0.387100000000004
5896	0.4071
5900	0.379099999999994
5904	0.383099999999999
5908	0.383099999999999
5912	0.383099999999999
5916	0.383099999999999
5920	0.383099999999999
5924	0.387100000000004
5928	0.379099999999994
5932	0.383099999999999
5936	0.375100000000003
5940	0.379099999999994
5944	0.371099999999998
5948	0.375100000000003
5952	0.371099999999998
5956	0.371099999999998
5960	0.367099999999994
5964	0.347099999999998
5968	0.343100000000007
5972	0.351100000000002
5976	0.347099999999998
5980	0.343100000000007
5984	0.331100000000006
5988	0.331100000000006
5992	0.331100000000006
5996	0.331100000000006
6000	0.331100000000006
